trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
197,False,"{'a': 0.975, 'e': 0.006821961947539791}",20,12,14.268880749841843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.975, 'e': 0.006651412898851296}",30,20,20.6876567664226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.975, 'e': 0.006485127576380013}",25,0,39.52269556515583,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.975, 'e': 0.006322999386970513}",25,18,12.85333852071589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.975, 'e': 0.00616492440229625}",25,14,23.80837276598509,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.975, 'e': 0.006010801292238843}",20,14,11.568135814499387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.975, 'e': 0.005860531259932872}",20,8,11.768036945819318,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.975, 'e': 0.00571401797843455}",25,14,18.689183205711497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.975, 'e': 0.005571167528973685}",20,9,18.962594374739915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.975, 'e': 0.005431888340749343}",20,12,12.990811630390098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.975, 'e': 0.0052960911322306094}",30,13,26.288652395838437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.975, 'e': 0.0051636888539248445}",20,14,7.113948452783481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.975, 'e': 0.005034596632576723}",35,28,13.890665205136731,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.975, 'e': 0.004908731716762305}",20,10,20.304236964538227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.975, 'e': 0.004786013423843247}",20,3,30.479322455120155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.975, 'e': 0.004666363088247166}",35,23,19.936437315295905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.975, 'e': 0.004549704011040987}",20,11,12.691870319047748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.975, 'e': 0.0044359614107649615}",25,11,25.346231376033348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.975, 'e': 0.004325062375495838}",25,0,43.53529834150573,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.975, 'e': 0.004216935816108442}",25,8,32.33208923858924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.975, 'e': 0.004111512420705731}",25,13,10.648955951574536,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.975, 'e': 0.0040087246101880875}",30,17,25.366742280342645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.975, 'e': 0.003908506494933385}",20,0,31.152358212750283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.975, 'e': 0.0038107938325600502}",25,15,14.435823540691565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.975, 'e': 0.003715523986746049}",20,16,10.425734608636658,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.975, 'e': 0.003622635887077398}",20,0,28.185439018909126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.975, 'e': 0.003532069989900463}",35,26,19.872922718843483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.975, 'e': 0.003443768240152951}",20,16,8.371922099198404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.975, 'e': 0.0033576740341491273}",20,12,16.178362602149885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.975, 'e': 0.003273732183295399}",20,14,10.868853890393211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.975, 'e': 0.0031918888787130137}",35,24,21.217583149928778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.975, 'e': 0.003112091656745188}",25,16,16.747742972392498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.975, 'e': 0.0030342893653265584}",25,15,19.87656325834052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.975, 'e': 0.0029584321311933942}",25,13,23.989016441115336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.975, 'e': 0.002884471327913559}",20,12,14.323740281300939,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.975, 'e': 0.00281235954471572}",30,22,14.130058874559731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.975, 'e': 0.002742050556097827}",25,8,29.12008238478851,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.975, 'e': 0.002673499292195381}",20,0,29.618767145871463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.975, 'e': 0.0026066618098904964}",20,7,23.536030674555786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.975, 'e': 0.002541495264643234}",35,19,27.23790899113795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.975, 'e': 0.002477957883027153}",30,13,30.942852920887987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.975, 'e': 0.002416008935951474}",30,19,19.564016437676365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.975, 'e': 0.0023556087125526873}",25,12,24.369157867725338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.975, 'e': 0.00229671849473887}",35,20,27.18226017547665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.975, 'e': 0.0022393005323703983}",30,16,26.206518786665132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.975, 'e': 0.002183318019061138}",20,1,32.23088966999893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.975, 'e': 0.0021287350685846094}",25,20,9.725592793346973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.975, 'e': 0.0020755166918699944}",20,11,18.12646064215635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.975, 'e': 0.0020236287745732445}",20,8,20.900773513602328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.975, 'e': 0.0019730380552089133}",30,21,15.001319737401136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.975, 'e': 0.0019237121038286904}",20,12,14.245847405228595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.975, 'e': 0.001875619301232973}",25,16,19.70671795525682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.975, 'e': 0.0018287288187021488}",25,9,28.192239973000664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.975, 'e': 0.001783010598234595}",25,17,15.373881750226717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.975, 'e': 0.00173843533327873}",30,12,31.043377250376597,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.975, 'e': 0.0016949744499467616}",20,8,-18.794740850411145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.975, 'e': 0.0016526000886980927}",20,16,8.245032292834702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.975, 'e': 0.0016112850864806402}",30,20,21.145137884220052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.975, 'e': 0.0015710029593186243}",20,16,8.304282585590785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.975, 'e': 0.0015317278853356586}",25,20,9.699010681372448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.975, 'e': 0.0014934346882022672}",20,12,13.578542359702391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.975, 'e': 0.0014560988209972104}",25,13,21.255393710348553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.975, 'e': 0.0014196963504722801}",20,9,18.740104692715395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.975, 'e': 0.0013842039417104731}",25,18,12.076449274462519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.975, 'e': 0.0013495988431677112}",25,3,33.39417790132073,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.975, 'e': 0.0013158588720885184}",20,16,8.944751684614932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.975, 'e': 0.0012829624002863055}",20,12,12.045794111553732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.975, 'e': 0.0012508883402791479}",20,16,8.684600066400826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.975, 'e': 0.001219616131772169}",20,8,21.288823023232705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.975, 'e': 0.001189125728477865}",30,16,28.510377965716394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.975, 'e': 0.0011593975852659184}",30,0,47.91438445405328,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.975, 'e': 0.0011304126456342703}",20,12,15.120481134534277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.975, 'e': 0.0011021523294934136}",35,0,51.66684668183903,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.975, 'e': 0.0010745985212560782}",30,20,22.401344680501964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.975, 'e': 0.0010477335582246762}",20,8,20.75106048178773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.975, 'e': 0.0010215402192690593}",35,21,27.035813211998047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.975, 'e': 0.0009960017137873329}",30,15,27.843304926357135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,10,18.830643421834953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,24.827281756720414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,13.323506674390831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,19.195634426409022,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,17,13.32183492632807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,19,20.70406570428047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,14.7044956552959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,11.898116673565276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,11.842224155118904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,7,30.723671523967738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
